分類	エリア	施設コード	施設名	テキスト	総合	サービス	立地	部屋	設備・アメニティ	風呂	食事	旅行の目的	同伴者	宿泊年月	投稿者	年代	性別	投稿回数
B_ビジネス	09_大阪	29775	スーパーホテルなんば・日本橋	改装中の為朝食が弁当でしたが、私はいつもパン食なのでサンドウィッチがあると良かったと思います。	4	4	4	4	4	4	3	ビジネス	一人	Thu Jan 29 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	129931	ホテルグラッドワン南大阪	駅から少し離れているが、沿線で見つけやすかった。電話対応なども丁寧で、部屋も広めな部屋を用意してくれて快適に過ごせました。	4	4	2	4	3	3	-	ビジネス	一人	Tue Oct 13 00:00:00 JST 2015	u843015x	20代	男性	79
B_ビジネス	09_大阪	147805	ザ　パーク　フロント　ホテル　アット　ユニバーサル・スタジオ・ジャパン（Ｒ）	結婚記念日旅行に利用させていただきました。パークに一番近く、コンビニも1Fに併設。一番新しいということもありますが、室内はもちろんホテル内がとてもキレイで清潔感に溢れていました。宿泊した部屋はバス・トイレセパレートで洗面台がひろくとても使いやすかったです。USJでゆっくり遊びたいと思った時はまた是非こちらを利用させていただこうと思います。	5	3	5	5	5	4	-	レジャー	家族	Sun Dec 13 00:00:00 JST 2015	ちんもくていとく	40代	男性	5
B_ビジネス	09_大阪	141354	インターコンチネンタルホテル大阪	土曜日にクラブフロアに宿泊しました。前に泊まった時はビュッフェ形式で自分で取りにいったのですが、今回は人数を聞いていただきテーブルまで食事を運んでもらえました。サービスがすごく良かったです。豪華な部屋でゆっくり過ごすことができ、大変満足でした。	5	5	5	5	4	5	5	レジャー	家族	Sat Oct 10 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	107687	ホテル　エルセラーン大阪	駅改札からの距離は結構ありますが地下出口近くのため雨の日は便利	4	3	4	4	3	3	-	レジャー	家族	Sat Aug 29 00:00:00 JST 2015	Ｔａｋｅ6200	40代	男性	1
B_ビジネス	09_大阪	147805	ザ　パーク　フロント　ホテル　アット　ユニバーサル・スタジオ・ジャパン（Ｒ）	仕事終わりに飛行機で大阪へ向かい、チェックインが２３時頃になってしまいました。そんな中、無料で部屋をグレードアップしてもらいありがとうございました。部屋は十分広いのはもちろん、お風呂がバスタブ・洗い場が別々なのに感動！！ゆっくりお風呂に浸かれて大満足！！朝一からUSJを満喫出来ました！一泊だった為、荷物を預けてUSJへ行こうと考えていました。パーク内のコインロッカーかな・・・と思っていたらホテルに100円でコインロッカーがあり利用することが出来ました。（それも１００円戻ってくるタイプです。）立地よし！部屋よし！申し分ないホテルですよ！次回も利用します！	5	5	5	5	5	5	5	レジャー	家族	Wed Nov 04 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	114	ホテル京阪天満橋	駅から近いし、近くに食べる所や買い物できる所もあり、お土産を買うこともできました。出発の朝に宅配便で自宅に荷物を送れたので、身軽に旅行を楽しむことができて、本当に助かりました。	4	4	5	4	4	3	-	レジャー	一人	Sat Oct 31 00:00:00 JST 2015	yumiko1649	50代	女性	1
B_ビジネス	09_大阪	892	ホテルオークスアーリーバード大阪森ノ宮	お盆に利用しました。一階はコンビニ、駅も比較的近いし何より近隣に飲み屋ご飯屋さんが多くて助かります。11時チェックアウトでこの値段の割にはコスパいいと思います。近隣に駐車場は沢山あって料金も安いです。寝るだけ利用には最適だと思います。	3	4	4	3	3	3	-	レジャー	家族	Fri Aug 14 00:00:00 JST 2015	ラズベリーみるく	40代	女性	2
B_ビジネス	09_大阪	16655	グランドサウナ心斎橋	いつも利用してます。立地もいいし、普通のカプセル料金で個室カプセルが使えるのは魅力です	5	4	5	5	4	4	-	レジャー	一人	Tue May 19 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	5288	ホテルニュー松ヶ枝	すぐ近くにスーパーがあります。並びにほっかほっか弁当もあります。	2	2	4	3	3	-	-	レジャー	家族	Mon Jul 27 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	103	リーガロイヤルホテル	大阪駅から無料のバスが5分おきに出ていて、移動が楽チンでした。ホテルライフを１２０%楽しむなら、このプレジデンシャルタワーズのプランが素敵です！大阪観光をしないで終わった旅行でした…。プールがとてもよいので(夜のライトアップが！)水着を持っていかれることをお薦めします。みんな美味しかったけど、ピスタチオのケーキが美味しかったです。ショートケーキも勿論美味しいです。紅茶好きにはたまらないおもてなしが待っています。スタッフさんのお陰でスムーズかつ、とてものんびりできるホテルでした。また近い内にお世話になります。よろしくお願いいたします。	5	5	5	4	5	-	5	レジャー	家族	Thu Apr 30 00:00:00 JST 2015	ルス6295	30代	女性	2
B_ビジネス	09_大阪	74571	ホテルリブマックス江坂	何度か目の宿泊になります。とてもよく掃除と整備がされています。今回の滞在では広めの部屋になり、ドアを開いてとてもびっくりしました。ミニキッチン（コンロなし）のある部屋は初めてでした。クローゼットも大きかったので、荷物を入れておくのに楽でした。部屋はとても広かったですが、何も無い空間が広い感じだったので、もったいないというか、贅沢というか、微妙な気分はありました。部屋の広さの割りにバスの広さは普通でした。また、こちらの系列は電子レンジと冷蔵庫がデフォルトであるので、長期滞在にはとても便利です。ただ、あまり融通が利かないかなーとは思います。他のホテルでチェックイン時刻より前にホテルに到着したことは何度もあり、大抵は掃除が終わっているか確認して、終わっていたら入れてくれるのですが、こちらは15時なら15時をしっかりと守ります（荷物は預かって頂けます）。清掃も、必要ならAM11時までにドアノブに札をかけるのですが、1分でも過ぎるといけません、と書かれているのでご注意ください。ほぼほぼ不満はありませんが、以下2点についてご一考頂けると嬉しいです。・掃除の札について掃除は不要でも、タオルをフロントまで自分で替えに行くのは面倒です。掃除の要否のほかに、タオル交換の要否も選択できないでしょうか。（よそのホテルでは、掃除不要としてもタオルは置いておいてくれます）・ベッドについてあくまで私の感想ですので、個人差はあると思いますが、ベッドがとても固いです。シモンズやサータにしろとは言いませんが、韓国並みの石ベッドだとちょっときついです。	4	3	4	5	5	3	-	ビジネス	一人	Sun Dec 06 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	607	ホテルコンソルト	駅から近く、目の前にコンビニもあって、とても便利でした。	4	3	5	4	3	3	-	ビジネス	一人	Fri Aug 28 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	877	尼崎セントラルホテル	梅田から阪神特急で10分！大阪市内で宿が取れずやむなく予約しましたが意外に便利で、満足！部屋はb自ネスホテルとしては広めで、浴室も広くゆったり過ごせました。朝食も毎日違う気の使いようで大満足でした。	4	4	4	3	3	3	4	ビジネス	一人	Sun Sep 06 00:00:00 JST 2015	タカシ0826	50代	男性	79
B_ビジネス	09_大阪	70322	ホテルブライトンシティ大阪北浜	大阪観光で、彼と大晦日に利用させて頂きました。とても静かな場所で、隣にはコンビニがあり、素晴らしい立地だと思いました。フロントの方の接客が丁寧で、親近感が湧くほどでした。ビジネスホテルなのに、お風呂が広いのがすごく嬉しかったです。ただ、お風呂場に椅子があればもっと良かったかなと思いました。清潔感があるお部屋と、丁寧な接客にとても満足です。是非また、利用させて頂きたいです。	5	5	5	5	4	4	-	レジャー	恋人	Thu Dec 31 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	62274	アパヴィラホテル＜淀屋橋＞（アパホテルズ＆リゾーツ）	バイキングの朝食、メニューや味が良いのに加え、スタッフの女性の気配りのある案内やサービスは非常に良かった。部屋はやや狭かったが、掃除が行き届いていて清潔感があった。	5	5	4	4	5	5	5	レジャー	家族	Sat May 02 00:00:00 JST 2015	キンチャン4029	50代	男性	1
B_ビジネス	09_大阪	79471	ＦＩＲＳＴ　ＣＡＢＩＮ（ファーストキャビン）　御堂筋難波（なんば）店	部屋の広さは十分に広く快適でした。	4	5	4	4	4	4	4	レジャー	一人	Tue Oct 27 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	896	ホテルクライトン新大阪	施設は古いと思います。が、もちろん清潔に維持されています。スタッフの方の応対はすごく気持ちが良いです。アメニティも充実しています。駅直結とはいきませんが、駅から近いです。コンビニもすぐですし、飲み屋や食事処も周辺に沢山あります。なので大満足なのですが、、、払っても良い金額はせいぜい６０００円。同じクラスの他のホテルもそうですが、旺盛な需要で価格が高騰していますね。以前であれば、素泊まり５０００円前後で利用できたのでは？と思います。恐縮ですがコスパ面で総合３点の評価にしました。	3	5	4	3	5	-	-	ビジネス	一人	Wed Jul 01 00:00:00 JST 2015	カレーが好きです	50代	男性	105
B_ビジネス	09_大阪	20493	ステップイン新大阪東口	エアコンがカビ臭いです。	2	3	4	2	2	-	-	ビジネス	一人	Tue Sep 08 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	147865	ホテルサンホワイト	GWの直前でしたが、一部屋だけ空きがあって予約でき、助かりました。地下鉄駅から近いし、大阪城が近くて散歩を楽しみました。お部屋も特に問題ありませんでした。この時期のお値段を考えるとよいと思います。	4	5	5	5	5	3	-	レジャー	一人	Mon May 04 00:00:00 JST 2015	Forest	50代	女性	1
B_ビジネス	09_大阪	67889	ホテルビスタプレミオ堂島	大阪駅からだと、歩きますが堂島地下センターを進んで行けば、スムーズに行くことが出来ました。フロントの方も感じの良い方々でした。	4	4	3	4	4	-	-	レジャー	家族	Fri Aug 07 00:00:00 JST 2015	sally04	30代	女性	1
B_ビジネス	09_大阪	4825	ビジネスホテル関西	今回のチェックインは前からいらっしゃる女性のスタッフの方が対応してくださいました。外国の方でしょうかね？よく利用させていただいているので覚えていただいているようでした(笑)いつもどおりスマートでスピーディーな対応で気持がよかったです。	5	5	5	5	5	5	5	レジャー	一人	Fri Jun 12 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	143290	東横イン梅田中津２	大阪駅とシャトルバスが運行されてたので駅からホテルへの移動がスムーズで良かったです。部屋もきれいで清潔感がみられ大変居心地が良かったです、	4	4	3	5	4	4	3	レジャー	家族	Wed Nov 18 00:00:00 JST 2015	あっき7808	60代	女性	3
B_ビジネス	09_大阪	14148	アズガーデン日本橋	マンションの一室に泊まると思えば問題ないです。	3	2	4	3	2	3	-	レジャー	一人	Tue Aug 25 00:00:00 JST 2015	バファローズ東京	40代	男性	2
B_ビジネス	09_大阪	11006	ヴィアイン新大阪ウエスト	ツインで申込みましたが　部屋がカナリ狭いでも、フロントの対応はよかったです。	4	4	3	2	4	3	2	レジャー	家族	Sat May 02 00:00:00 JST 2015	kimu5707	40代	男性	3
B_ビジネス	09_大阪	5902	ホテル阪神	きれいでいいホテルでした。	4	3	5	4	3	4	4	レジャー	家族	Sun Aug 09 00:00:00 JST 2015	kats0428	50代	男性	3
B_ビジネス	09_大阪	877	尼崎セントラルホテル	駅近く便利でしたが、場所がわからなっかたのでホテルに電話したら丁寧に案内頂いた。想像していなかった飲み屋街にも近かったが、部屋は結構静かでした。また、広めのユニットバスはうれしい。	3	3	4	3	3	4	-	ビジネス	一人	Fri Aug 21 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	106197	ダイワロイネットホテル大阪上本町	二度目の宿泊です。今回はレディースルームにアップグレードしていただき、ありがとうございました。気になったのは、アップグレードしていただいた部屋がエレベーターの近くだったため、翌朝チェックアウトする人の大きな話し声が気になったこと。あとフットマッサージャーの椅子の背もたれに長い髪の毛がついていたことです。それを除いても立地もよく、アメニティも充実していて快適に過ごせました。またお世話になりますのでよろしくお願いします。	4	4	4	4	4	4	-	レジャー	一人	Tue Apr 07 00:00:00 JST 2015	Miyako67	40代	女性	6
B_ビジネス	09_大阪	146107	ホテルバリタワー大阪天王寺	２日間お世話になりました。雰囲気がよく入浴剤が選べたサービスがよかったです。また大阪に行くときはお世話になろうと思います。	5	4	5	5	5	4	4	レジャー	家族	Tue Jul 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	7504	江坂セントラルホテル	風呂トイレが狭い。髭そり、くしが有料なのはがっかりした。２泊で６０００円は安かった。	2	3	4	2	1	1	-	レジャー	一人	Sat Oct 10 00:00:00 JST 2015	tankura	50代	男性	3
B_ビジネス	09_大阪	5585	サニーストンホテル（第１）	ねだんそうおうです。また泊まります。	4	4	4	4	4	4	4	ビジネス	一人	Mon Feb 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	27879	ホテル京阪　ユニバーサル・シティ	思ったよりも、部屋も広くて良かったです！ただ、窓からの眺めは最悪…せっかくテーマパークに来ているのに…駐車料金がもっと安ければ頻繁に行けるのに…	4	4	5	4	3	3	3	レジャー	家族	Sun Sep 06 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	103	リーガロイヤルホテル	朝食がいつもおいしいです。	5	5	5	4	5	5	5	ビジネス	仕事仲間	Mon Jun 29 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	15235	Ｂ＆Ｓ　エコキューブ心斎橋(旧：ニューカプセルホテル　アルデバラン）	手提げ荷物以上のものはカプセルに持ち込めない．トランクは受付ロビーに置かねばならず，着替えもままならない．お金がない場合や緊急の場合にだけお勧めする．	2	1	3	3	1	3	-	ビジネス	一人	Tue Sep 08 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	15253	ウェスティンホテル大阪	駅から近くて便利でした。朝の食事もおいしくいただきました。	4	4	4	4	3	4	4	レジャー	一人	Mon Sep 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	121	ホテル法華クラブ大阪	このホテルの特徴は、朝食にあると思いました。バイキングなのですが、大阪名物と言われるものを中心に構成されていて、他のホテルとは異なる食事を楽しむことができます。機会があれば、また宿泊し、是非朝食も頂けたらと思っています。	4	4	4	4	4	4	5	ビジネス	一人	Fri May 22 00:00:00 JST 2015	sawa04	50代	男性	209
B_ビジネス	09_大阪	52875	アパホテル＜天王寺駅前＞	駅近なので便利です	3	3	3	3	3	2	3	ビジネス	一人	Thu Nov 19 00:00:00 JST 2015	den18jp	50代	男性	6
B_ビジネス	09_大阪	76437	ホテルユニゾ大阪淀屋橋	良かったよ。	3	3	4	3	3	3	3	ビジネス	一人	Fri May 29 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	5584	新大阪サニーストンホテル	地下鉄。阪急が使えて、梅田へ２駅、新大阪もとなり駅で、非常に便利。駅から少し歩きますが、遠い訳ではないし道も分りやすいし、駅前の喧騒が少し静まったところがむしろいいです。ホテルも部屋もそこそこきれいで、湯船はちょっと小さいですが、ウォシュレットもあるし必要なものはすべて揃ってます。利便性とコストパフォーマンスがいいので、お気に入りのホテルですが、最近特に予約が取れないのが悩みです。	5	4	5	5	4	4	-	ビジネス	一人	Tue Sep 01 00:00:00 JST 2015	ししがやじゃん	50代	男性	34
B_ビジネス	09_大阪	16006	コンフォートホテル大阪心斎橋	お部屋のベッドは広くて枕が寝返りしやすく良かった。ただ隣の部屋の音がうるさかった。朝食も美味しくて、ただ外人が多かった。珈琲の無料サービスとても満足でした。今度はもう少しリーズナブルで泊まりたい、期待します。	4	5	4	4	4	-	4	レジャー	一人	Wed Nov 04 00:00:00 JST 2015	ノブタ１９５７	60代	女性	77
B_ビジネス	09_大阪	141895	ホテル　マルモト	建物自体は、築４０年ぐらいと思いますが、ロビーや廊下は最近壁紙を張替えた様でとてもきれいでした。室内も壁紙は若干色褪せていましたが、畳は比較的新しく布団もふわふわで自宅の布団よりも快適に睡眠できました。トイレも洗面所も風呂もとても清潔に保たれていてこれで１５００円とは本当にありがたいです。関西に貧乏旅行をする時はとてもつかえる宿と思われます。	5	4	4	4	5	5	-	レジャー	一人	Sat Dec 05 00:00:00 JST 2015	ozw1004	40代	男性	23
B_ビジネス	09_大阪	810	ホテルコスモスクエア国際交流センター	机が広くて、仕事がし易かったです。お部屋自体も、全体的にゆったり。とても静かでした。廊下や隣室や外の車の音が殆ど聞こえず、ぐっすり眠ることが出来ました。(着慣れない)浴衣ではなくナイトシャツであるのも、良かったです。無線LANは、混雑していたのか、遅かったです。有線LANの使用をお勧めします(携帯型の無線ルータを持参されるのが良いかと思います)。	4	4	2	4	4	3	-	ビジネス	一人	Thu Feb 12 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	114	ホテル京阪天満橋	ホテル周辺に、飲食店・コンビニが多くあり便利です。	3	3	3	3	3	3	3	レジャー	家族	Sat Jan 17 00:00:00 JST 2015	ibukiyama	50代	男性	76
B_ビジネス	09_大阪	8659	ホテル　ミツフ	立地は駅近でいいです。ホテルのレベルは最近の大阪のホテル事情からすると値段相応でしょう。冷蔵庫無プランでしたが、冷蔵庫付の部屋に案内されうれしかったです。風呂はエキセントリックでした。。。	4	3	4	3	3	2	-	ビジネス	一人	Thu Oct 22 00:00:00 JST 2015	ウーゴサンチェス	30代	男性	22
B_ビジネス	09_大阪	29165	ホテル　イルクオーレなんば	お世話になりました。以前、宿泊して大変気に入り、今回もこれからもお世話になります。外国人の方が多く、仕方ないですが、マナー悪い人もいまして不快なこともありました。でもホテルのせいではないので。またよろしくお願いします。	5	5	5	5	5	4	-	レジャー	一人	Tue Aug 25 00:00:00 JST 2015	おすずにゃん	40代	女性	2
B_ビジネス	09_大阪	145	ハートンホテル心斎橋	駐車場の問い合せに対しホテル入口で待ってて頂き駐車場まで走って案内して頂き土地勘がない中とても助かりました。ホテルも綺麗でしたし風呂も綺麗で家族喜んでいました。対応も良くまた利用させて頂きます。	5	5	5	5	4	5	3	レジャー	家族	Fri Aug 14 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	38748	人工温泉　八幡の湯　ドーミーイン心斎橋	7月26日に宿泊しました。仕事後の宿泊では大浴場も気落ちよく最高の気分です。又、夜食のラーメンもおいしく頂き翌日の仕事の活力となり最高でした。次回も宿泊させていただきたいと思います。	5	5	5	3	4	5	4	ビジネス	一人	Sun Jul 26 00:00:00 JST 2015	hisoft	50代	男性	7
B_ビジネス	09_大阪	40274	カプセルイン大阪	部屋は広く、布団も柔らかくとても快適でした。マッサージの人もとてもうまく、満足な宿泊でした。	5	5	5	5	4	4	4	ビジネス	一人	Fri Nov 06 00:00:00 JST 2015	あにき9094	40代	男性	34
B_ビジネス	09_大阪	8625	ビジネスホテルＯＫ	ツインタイプでそこそこ広かったのですが、老朽化が進んでいるせいか清潔感において今ひとつでした。寝るだけならこの価格なのでぎりぎり許せる範囲でした。	2	2	3	2	2	2	-	ビジネス	一人	Wed Dec 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	16803	ビジネスホテル　みかど	テレビや冷蔵庫もあり、一人で安く宿泊するには非常に良いホテルだと思います。チェックインが１１時からというのも便利でした。お風呂は利用しなかったので評価不能にしました。	5	5	5	5	5	-	-	レジャー	一人	Fri Jun 05 00:00:00 JST 2015	susan4649	50代	男性	2
B_ビジネス	09_大阪	147805	ザ　パーク　フロント　ホテル　アット　ユニバーサル・スタジオ・ジャパン（Ｒ）	初めてのユニバーサルスタジオジャパンへ１泊で利用しました。午前中から荷物を預かってもらって身軽でパークへ行けたので助かりました。ひとつ残念だったことはオフィシャルホテルだからと申し込んだのにＪＴＢの申込みでないとアーリーエントリーのサービスが受けられなかったことです。あと大体どこのホテルへ宿泊しても部屋が乾燥して少し苦しくなることです。加湿器付の空気清浄機が備えられていたのですが改善されませんでした。皆さんどのような対策をとられていらっしゃるのでしょうか。	4	5	5	5	5	4	-	レジャー	家族	Wed Oct 07 00:00:00 JST 2015	キクちゃん1959	50代	男性	3
B_ビジネス	09_大阪	2613	新阪急ホテルアネックス	駅からも近く、部屋もキレイでした。また利用したいです。	4	4	4	4	4	4	-	レジャー	家族	Sun Nov 22 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	554	なんばオリエンタルホテル	静かな部屋でよく眠れました。とくにマッサジマシンがあり。。。旅で疲れた肩につかえて疲れをとれました。＾＾	4	5	5	5	5	5	4	レジャー	家族	Tue Jan 06 00:00:00 JST 2015	j7j7j7j7j7j7j7	40代	男性	1
B_ビジネス	09_大阪	68490	ホテルリブマックス大手前	チェックイン、チェックアウト時のシンプルさ、部屋の快適さ、アメニティの充実、しかもリーズナブル。大満足でした。あえて言わせてもらうなら、TVのBS放送が観れないことくらいです。また、利用させていただきます。	5	5	5	5	5	4	-	ビジネス	一人	Wed May 20 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	27879	ホテル京阪　ユニバーサル・シティ	年末の宿泊でしたのでパークからごく近くで過ごしやすかったです。ルームのインテリアもとてもかわいく、ホテルでもユニバーサルの余韻を味わうことができました。ベッドも小学生の娘と一緒に寝ても余裕でとても良かったです。翌朝の朝食も急遽頂くことになりましたが、ゆったりとした席でお料理も種類が多くどれもおいしかったです。	5	5	5	5	5	5	5	レジャー	家族	Wed Dec 30 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	106197	ダイワロイネットホテル大阪上本町	駅からそれほど歩かずに行けて良かった	5	3	4	5	5	3	-	ビジネス	一人	Wed Oct 21 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	29246	ＨＯＴＥＬ　Ｔ’ＰＯＩＮＴ（ホテルティーポイント）	とても満足度の高いホテルでした。セミダブルのお部屋でしたが、ベッドの両側にコンセントがあるのは携帯充電に助かりました。ルーターの貸し出しでWiFiもOK。オリジナルのブレンド茶を始め、コーヒー、紅茶、ココアも揃っていました。アメニティーも充実、パジャマもあり助かりました。1日朝食を追加しましたが、野菜が多く、それでいてお腹一杯になり美味しかったです。車も予約で駐車料金も取られず節約できたと思います。また予約したいと思います。	5	5	5	5	5	4	4	レジャー	家族	Sat Jun 06 00:00:00 JST 2015	ゆうきち3232	50代	女性	3
B_ビジネス	09_大阪	56804	堂島川温泉　天神の湯　ドーミーイン梅田東	何度か利用させて頂いており、チェックインもスムーズ。会社名での領収証もこちらから言わずに準備してくれ、こちらは確認するだけ。チェックインの際におしぼりを出してくれたり細かな気遣いを常に感じます。客室も毎回きちんと整理され気持ち良いです。なかなか予約が取れないのだけが難点。今回は直前で予約が取れ、ラッキーでした。また利用させて頂きます。	5	5	5	5	5	5	-	レジャー	一人	Tue Nov 24 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	147884	東横イン大阪なんば日本橋	部屋に空気清浄機が無いこと、アメニティの品揃えが悪いことにがっかりしました。また、ベッドの下に電気ケトルが転がっており、呆れました。	1	3	2	1	1	3	-	ビジネス	一人	Fri Oct 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	4825	ビジネスホテル関西	超破格値なので、ただ泊まれるだけでもありがたいくらいですが、朝食が充実しているので、大変満足です。部屋自体はベッドのマットが薄いなど満足とは言えませんが、価格見合いだと思います。また使わせていただきたいと思います。	3	3	3	2	3	3	4	ビジネス	一人	Mon Feb 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	19201	ホテル　メルパルク大阪	大きな荷物があると大変かもしれませんがまずまずの立地でした。お部屋の絨毯がシミだらけで戸惑いました。フロントの方はおおむね親切でしたが、おひとかた威圧的で怖かったです。	3	2	3	3	3	3	-	レジャー	一人	Sat Jun 27 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	106197	ダイワロイネットホテル大阪上本町	初めて宿泊しましたが、最高のコストパフォーマンスでした。今後は他のところでの宿泊もロイネットをまず最初に探します。	5	5	5	5	5	5	-	レジャー	家族	Mon Dec 28 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	147386	東横インあべの天王寺＆ホスピタルイン市大病院前	10月11日～1泊しました。アベノハルカスがとっても近く、駅も近くて、最高な場所でした。	5	5	5	5	5	5	5	レジャー	家族	Sun Oct 11 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	68244	アパホテル＜大阪肥後橋駅前＞	エグゼクティブフロアーであるのになんせ部屋が狭く、荷物を置くのがやっと。もう少し一般の部屋と差をつけてもらうべき。サービスは申訳ないですが三流。スタッフの皆さんで良い人と悪い人の差が激しい。サービスしたくないというのが顔に出ている人、案内の仕方に出ている人がいて、がっかりでした。ホテルに送っておいた荷物も台車で自分でフロントに取りに来て運んでくれと言われました。	3	1	4	3	3	5	4	ビジネス	一人	Tue Nov 24 00:00:00 JST 2015	kakonopapa	70代	男性	6
B_ビジネス	09_大阪	5586	第２サニーストンホテル	いつも利用してます。全く問題ないです。駅近で、なんでも揃ってます	4	4	5	3	3	3	3	ビジネス	一人	Tue Jun 23 00:00:00 JST 2015	スリクソン2006	40代	男性	56
B_ビジネス	09_大阪	877	尼崎セントラルホテル	25時間ステイを格安料金で堪能させていただきました。大変満足しています。	5	5	5	5	5	5	5	レジャー	一人	Wed Jun 24 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	50188	アパヴィラホテル＜大阪谷町四丁目駅前＞（アパホテルズ＆リゾーツ）	評価はシングル一泊で6500円以内であれば高評価。なんだ！？最近の一泊シングル1万5千円とか1万8千円とか。自分にはもったいなくて最近、宿泊する事が出来ず残念です。せいぜいいい気になって営業して下さい。	4	4	4	4	4	4	4	ビジネス	一人	Mon Feb 09 00:00:00 JST 2015	sawabe-enter	50代	男性	82
B_ビジネス	09_大阪	40274	カプセルイン大阪	スパありに当日変更したので、この表示も変更してくだされば有り難い。	3	3	3	3	3	3	3	レジャー	一人	Fri Oct 23 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	16006	コンフォートホテル大阪心斎橋	初めての大阪で少し迷いましたが道頓堀まですぐで観光にはよかったと思います。祭日ということもあり夜はうるさかったけれど、それ以外は良かったと思います。ベッドはダブルでゆっくりねむれました。観光で来る時はまた利用したいてす。	4	4	4	4	4	2	3	レジャー	一人	Sun Dec 06 00:00:00 JST 2015	アイアイザル7075	50代	男性	7
B_ビジネス	09_大阪	68068	クロス・ウェーブ梅田	天満駅から公園を通って歩くと通いやすく良かったです。もちろん大阪駅から歩くのも可能です。部屋は清潔で朝食会場も広く満足でした。	4	4	3	5	4	4	4	ビジネス	一人	Tue Oct 06 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	896	ホテルクライトン新大阪	何といっても、大浴場が最高です！	5	5	4	5	5	5	-	ビジネス	一人	Thu Sep 24 00:00:00 JST 2015	tommy371026	50代	男性	12
B_ビジネス	09_大阪	62274	アパヴィラホテル＜淀屋橋＞（アパホテルズ＆リゾーツ）	お風呂も含め立地、対応、部屋、食事、全て満足です。また機会があったら利用させて頂きます。	5	5	5	5	5	5	5	レジャー	一人	Sun Mar 01 00:00:00 JST 2015	ししまる0038	30代	男性	5
B_ビジネス	09_大阪	14623	Ｂ＆Ｃホテル　サンプレイン長堀	かなり久しぶりにカプセルに泊まりました。ほかのホテルがとれずにやむなくカプセルにしたのですが、寝るだけであれば問題ないのかなと思いました。いびきとかが気になる人は無理かもしれないですが、こちらも酔って寝るだけなのでお互い様かなと思います。大浴場は朝も入浴できるので助かります。ただフロントは気が利かないおばさんで、朝食券もこちらが言わなければ渡さないような人でした。	3	3	4	3	3	3	3	ビジネス	一人	Tue Apr 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	198	都ホテルニューアルカイック	この度は大変お世話になりました。すごく綺麗なホテルでまたサービス・対応も良く次回も利用したいです。子供も大変喜んでいました。ありがとうございました。	5	5	5	5	5	5	-	その他	家族	Sun Feb 01 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	09_大阪	5584	新大阪サニーストンホテル	予約しにくいです	4	3	5	3	3	3	-	ビジネス	一人	Tue Jun 02 00:00:00 JST 2015	投稿者	na	na	na
