分類	エリア	施設コード	施設名	テキスト	総合	サービス	立地	部屋	設備・アメニティ	風呂	食事	旅行の目的	同伴者	宿泊年月	投稿者	年代	性別	投稿回数
B_ビジネス	06_札幌	41399	プレミアホテル　中島公園　札幌（旧：ノボテル札幌）	フロントの方の対応もよく、遅めのチェックアウトも嬉しかったです。	4	4	2	4	4	3	-	ビジネス	一人	Fri Sep 18 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	130030	ラッソ　ライフステージホテル	立地もよく、お部屋も綺麗で清潔でした。また利用させてもらいます	5	3	5	5	3	3	-	レジャー	恋人	Fri Apr 03 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	この値段であれば十分、何の問題もありません。	5	4	4	4	4	5	4	レジャー	一人	Fri Nov 20 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	9564	ホテル翔ＳＡＰＰＯＲＯ（旧ウイークリー翔すすきの）	普通です。	3	3	3	3	3	3	-	レジャー	一人	Fri Jul 17 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	108414	東横イン札幌駅北口	ここの東横インは初めて宿泊させて頂きました。スタッフの方も対応がスムーズで気持ち良く宿泊させて頂きました。また利用させて頂きます。	4	3	4	3	3	-	3	ビジネス	一人	Fri Aug 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5903	アートホテルズ札幌	アートホテルズ札幌さんに初宿泊　　　建物・ロビー・フロントの雰囲気は、良かったです。　部屋は、広くて良かったのですが、清掃状態は、一部を除くと良かったのですがバスルーム(バスタフ)が、ざらつき付きがあったのが残念です。※大浴場利用を前提なのか？　あと眺望が、残念などころです。(12階喫煙)　※参考ため他の高層ホテル(札幌中島公園地区)の喫煙者が宿泊出来る最高階は、ＮＳで２３階・ＳＥＴで１８階・ＬＳで１６階・ＩＳで１４階となっています。　朝食会場の雰囲気は、良く美味しくいただきました。フロントスタッフ対応は、良かったです。	3	3	5	3	3	2	5	その他	一人	Tue Nov 10 00:00:00 JST 2015	すきっぷぼーいず	40代	男性	1
B_ビジネス	06_札幌	169	札幌全日空ホテル	１０年ぶりぐらいに利用させて頂きました。スタッフの方々の対応も気持ちよく、ゆったりと宿泊できました。朝食バイキングの会場も混雑している中にも、手際のいい案内でストレスなく朝食を摂る事ができました。朝一番に気分を良くさせて頂いてその日も仕事に出発できました。	4	4	4	4	4	-	4	ビジネス	一人	Fri Oct 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5398	ホテル　札幌サンプラザ	屋内駐車場なので良いです。	4	4	4	4	4	4	-	レジャー	一人	Thu Dec 17 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5253	ホテルニューバジェット札幌	色々と不満有れどコスパは間違いなく高い!また行くか？と聞かれたら行くだろうな	4	3	4	3	2	2	4	ビジネス	一人	Thu Apr 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	11255	ホテルルートイン札幌白石	人工温泉とのことですが、よく温まりました。これは麦飯石の粉末が入っているのでしょうか。10分ほど跨線橋脇の歩道などを歩くと焼肉の平和園（白石店）で食事ができました。朝食はおいしかったのですが、料金が少し上がっても、フルーツ、ヨーグルトがあると満足度が高いと思います。ロビーにコーヒーが無料で飲めるように見えましたが、テイクアウトができると車で出発するときに助かります。	4	3	3	3	4	4	4	ビジネス	一人	Thu Oct 22 00:00:00 JST 2015	楽天201210010275	50代	男性	4
B_ビジネス	06_札幌	72781	ＪＲイン札幌	立地はとても良い。ホテルの朝食はフォトギャラリーの朝食の写真でほぼ全て。分かっていれば問題ない。	4	3	5	4	4	-	2	レジャー	一人	Mon Jun 29 00:00:00 JST 2015	QPx7x21px88	40代	男性	3
B_ビジネス	06_札幌	844	ラッソ　アイスバーグホテル	ロビー、エントランス、廊下等々、目に楽しい作りでした。女性向きでしょうかね。部屋も広く問題ないのですが、一つだけシャワーが古く、クルクル回っちゃうところが使いにくかったです。	4	4	4	4	4	2	3	ビジネス	一人	Mon Oct 12 00:00:00 JST 2015	さがみ野	50代	男性	2
B_ビジネス	06_札幌	9564	ホテル翔ＳＡＰＰＯＲＯ（旧ウイークリー翔すすきの）	部屋は小さめでアメニティーはイマイチでしたが、低価格で朝ご飯が充実していました。駐車場もあったので助かりました。また予約したいと思います。	5	3	5	4	3	3	5	レジャー	友達	Wed Jun 10 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5903	アートホテルズ札幌	温泉を愉しむというプランでしたが、部屋の窓からの景色がボイラーしか見えない部屋であったのはちょっと残念だった。市街地に立地する施設なので、仕方ない部分はありますが、プラン選択の際に分かる様な記載はあっても良いと思いました。上記は、概ね良かったです。	3	3	4	2	4	4	3	その他	一人	Tue Feb 17 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	791	ネストホテル札幌大通	駅や飲み屋からも近く便利です。ホテルの都合で広い部屋にして頂けましたが、ファミリールーム（ベッド４）広すぎでした。朝食のバイキングは雄勝の種類も多く、自分で海鮮丼にして食べました。満足	5	4	4	5	4	5	5	ビジネス	一人	Mon Jan 26 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	67899	ニコーカプセルホテル　リフレ	コストパフォーマンスが素晴らしいです。	5	4	4	3	4	5	3	ビジネス	一人	Wed Aug 05 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	835	ホテルリソル札幌　中島公園	部屋もゆったりしていてとても良くゆっくり休めました。	4	4	4	4	4	4	3	レジャー	一人	Sat Jun 27 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	130132	フレイムホテル札幌	はじめて利用しました。ＥＶ前の部屋だったせいでしょうか。室外から音や声が聞こえて落ち着かなかったです。隣室との壁も薄く、ＴＶの音や排水音も気になります。防音面が残念でしたが、料金がリーズナブルなので★三つ	3	3	3	2	3	3	-	ビジネス	一人	Tue Nov 03 00:00:00 JST 2015	silverpig	40代	男性	3
B_ビジネス	06_札幌	20696	すすきの天然温泉　スパ・サフロ	１０月３１日に宿泊しました。すすきの繁華街周辺にあるので立地条件は合格です。あと、風呂が大きく、入浴できる時間も長いので合格です。カプセルの大きさは１７０cmの自分にとっては全く寝る分には困らないですが、暖房がききすぎて暑かったです。あと、暖房機の動作音ががけっこうしてて、うるさかったのが気になりました。ただ、値段が安いことを考慮すれば妥当なラインだと感じました。	3	3	4	3	3	4	-	レジャー	一人	Sat Oct 31 00:00:00 JST 2015	rnrmr1122	40代	男性	1
B_ビジネス	06_札幌	37385	ウィークリーさっぽろ２０００＆アネックス	札幌に宿泊する時に何度か利用させて頂いております。札幌には、他にペットと同室で宿泊出来る施設は、私の知る限り無いようなので大変感謝しております。今後とも宜しくお願いいたします。	5	5	5	5	5	4	-	レジャー	家族	Sat Sep 26 00:00:00 JST 2015	白ポチ	40代	男性	85
B_ビジネス	06_札幌	108142	ホテルルートイン札幌中央	はじめての利用でしたが大満足です。この値段で部屋も広く、掃除も行き届いていたと思います。朝食の品数も多く、大浴場がついているのも良かったです。車で行ったので、駐車場を利用できたのも良かった。また是非利用したいと思いました。	5	4	5	5	3	4	4	レジャー	友達	Sat May 09 00:00:00 JST 2015	さんご３５	40代	女性	4
B_ビジネス	06_札幌	11255	ホテルルートイン札幌白石	7月に岩見沢であったJOIN ALIVEの際宿泊しました。高速から降りてすぐなのでとても便利でした。朝食も定番おかずがそろっています。今回は札幌銘菓付きのプランでクッキーをひとついただいたのがとても良かったです。	5	5	5	5	5	5	5	レジャー	一人	Sat Jul 18 00:00:00 JST 2015	sakuraden	30代	女性	39
B_ビジネス	06_札幌	109107	イビススタイルズ札幌（旧　ベストウェスタン　ホテル札幌中島公園）	リピーターです。４人で泊まるとどうしてもコスパ重視になります。近くの某ホテルにも泊まったことがありますが食事はイマイチでした。価格含めてのクオリティが保っていただければまた利用させていただきます。お奨めできるホテルの一つです。	4	4	4	4	4	4	4	レジャー	家族	Tue Dec 29 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	762	札幌グランドホテル	札幌駅から地下道でそのまま目の前まで来れて便利だった。大通り公園やすすきのも近いし。	4	3	5	4	4	-	4	レジャー	家族	Thu Sep 24 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	625	札幌アスペンホテル	立地が良いので特に冬場にはお世話になっています。部屋も広めでせせこましくないのが良いです。また利用します。	5	5	5	5	5	5	-	ビジネス	一人	Wed Jan 14 00:00:00 JST 2015	higuchi_at	40代	男性	59
B_ビジネス	06_札幌	127	ホテル法華クラブ札幌	ツインルームの二部屋使用が気に入っています。夫婦でも就寝時のプライバシーが守られるのがとても良いですね。	4	3	5	5	3	3	2	その他	家族	Wed Sep 23 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	50125	リッチモンドホテル札幌駅前	はじめてリッチモンドホテル泊まって、サービスと部屋もよいです。また、機会があれば利用したいと思います。	5	5	4	5	5	4	-	レジャー	友達	Thu Dec 31 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	18175	Ｒ＆Ｂホテル札幌北３西２	ごく普通のビジネスホテル。唯一の欠点は重い荷物があればフロントまでの階段が辛いこと。それ以外は特に悪いところはありませんでした。	3	2	2	3	3	-	-	レジャー	一人	Fri Aug 28 00:00:00 JST 2015	ぐぅー6020	30代	男性	8
B_ビジネス	06_札幌	791	ネストホテル札幌大通	二枚ドアなので思ったより部屋の広さは感じられませんが、廊下の音などが気にならず良かったです。お風呂は足を延ばして入れるほどで、チェックイン時にいただいた入浴剤で気持ちよく入浴できましたが、トイレの匂いが若干気になるところです。。。1Fロビーでのコーヒーサービスはとても良いのですが、14：00～24：00まで。お部屋に緑茶と紅茶2種類が置かれていましたが、朝はやっぱりコーヒーが飲みたいと思うのは私だけでしょうか。。。選択できるととても良いですね♪	4	4	4	4	3	4	-	その他	恋人	Fri Jan 30 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	104756	ホテルさっぽろ芸文館(旧北海道厚生年金会館）	かなり高級感のある施設でした。駅からの距離がありますが、散策しながらができるので楽しいです。札幌訪問時はまた、利用したいです！！	5	4	3	4	4	4	-	レジャー	一人	Fri Sep 04 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	68288	ベストウェスタン　ホテルフィーノ札幌	札幌駅から徒歩５分ほどなのでアクセスはよいです。宿泊料が高めでしたが、でもそれに見合う設備でした。朝食にオリジナルなメニューがあり、しかも日替わりだそうです。１泊しかしなかったが勿体ないくらい。数泊する場合の拠点にするにはいいと思います。お風呂も非常にゆったりとして、シャワーがユニークでした。札幌に行くときにはぜひまた泊まりたいです。	5	5	5	5	5	5	5	ビジネス	一人	Wed Aug 19 00:00:00 JST 2015	midorikiseki	40代	男性	2
B_ビジネス	06_札幌	67324	ティアラホテル札幌すすきの	大変、お得なプランでした。お風呂もきれいですし、食事も私にとっては十分でした。朝食のおかずも毎日少し変わるので、良いと思います。できれば、焼き魚は毎日あると嬉しかったですが、魚のない日は野菜が多く、これはこれで良かったです。ルームキーがカード式で出入りが煩わしくないのも良いですね。また、利用させていただきます。	4	4	4	4	4	4	4	ビジネス	一人	Sun Mar 08 00:00:00 JST 2015	Cozy-k	50代	男性	32
B_ビジネス	06_札幌	67279	札幌第一ホテル	６月前半に４泊お世話になりました。毎年この時期に札幌へ来ており、毎年候補には上がるものの中々ご縁がなく、初めての利用でした。札幌駅前、大通り、すすきの周辺に比べると、周辺は大変静かです。それでも、豊水すすきの駅からは徒歩数分ですし、隣にローソンがあり、不便さは感じません。建物は若干年季が入っている印象ですが、安さをウリにするビジネスホテルとは一味違い、重厚感も感じられます。第一に客室が広く、ゆとりがあり寛げます。朝食自慢のホテルだと理解し楽しみにしていましたが、各日とも終了間際の利用だった為、品数も含め、感動するレベルではありませんでした。それでも４日間、飽きることなく美味しくいただきました。４泊もすると、スタッフの皆さんも顔なじみになり、大変親切に対応してくださいました。時間の余裕がある連泊利用には、おススメの穴場ホテルだと感じました。	5	5	5	5	5	5	5	ビジネス	一人	Sun Jun 07 00:00:00 JST 2015	MMT-013	50代	男性	75
B_ビジネス	06_札幌	849	ロイトン札幌	駐車場無料のプランで今回は都合上、２台で行かなくてはならなかったので２台目の駐車場料金を問い合わせたところ、こちらとしては有料のつもりでいたのですが、プランに明記していなかったとのことで…今回に限りとご配慮いただきとても助かりました。毎回、利用するたびに心地よいスタッフの方々の対応で癒されます。ありがとうございました。	4	4	4	5	4	-	-	レジャー	家族	Mon Oct 19 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	7523	ホテルモントレ　エーデルホフ札幌	駅からも近く、お部屋も落ち着いていて良かった。札幌駅前で温泉スパに入れるとは思っていなかったので嬉しい。欲を言えば、エレベーターの使い方を教えて欲しかった(最初分からなくておろおろしてしまった)。	4	3	4	4	4	4	-	レジャー	一人	Sun Aug 23 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	140844	アパホテル＜札幌すすきの駅前＞	立地は良かったのですが、下記の悪いことばかりが目立ってしまいました・トイレの水流が弱く、流れにくかった・フロントが込み合っているのに1～2人で対応していて、外出戻りの鍵を受け取るのに5分ほど待った・初日にあったフェイスタオルが2日目に無くなっていた・落ち葉が風除室を通り越して建物内に散乱しているのに清掃した様子が窺えなかった	2	1	4	4	1	-	-	レジャー	友達	Sat Oct 10 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	135585	ホテルブーゲンビリア札幌（旧イーホテル札幌）	予約を友人と宿泊する日と１人で宿泊する日を分けて取ったのですが、移らなくてもすむように、と同じお部屋で過ごさせて頂きました。荷物をまとめる必要もなく、少し身体も疲れていたので、とても助かりました。マイナス点としては、前の方のであったであろう柿の種が落ちていたり、短い髪の毛がシャンプーのところにくっついていたりと清掃面が惜しかった。あと、コンセントがテーブル周りになくてポットが使いづらかった点ですね。ですが、ホスピタリティ面に本当に感謝したので、今回は総合評価５でお願いします。またよろしくお願い致します。	5	5	3	4	4	4	-	レジャー	一人	Wed Nov 11 00:00:00 JST 2015	こんぺいです	50代	女性	5
B_ビジネス	06_札幌	625	札幌アスペンホテル	禁煙ルームにしていただいてありがとうございました。札幌に来たときはまた利用します。	5	5	5	5	5	4	5	レジャー	家族	Tue Oct 20 00:00:00 JST 2015	ぴっころ２２０９	50代	男性	3
B_ビジネス	06_札幌	140845	アパホテル＜札幌すすきの駅南＞	お世話になりました。素泊まりでしたので、お食事のことはわかりませんが、安くて地下鉄に近くてよかったです。特にベットと枕が疲れをいやしてくれました。	4	4	5	4	5	4	-	レジャー	家族	Thu Dec 31 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	9603	ホテルマイステイズ札幌中島公園（旧　KITA　HOTEL）	街中からは離れていますが、地下鉄の駅がすぐ近くにあるので不便さは感じませんでした。またよろしくお願いします。	4	4	3	4	4	4	-	レジャー	一人	Mon Dec 07 00:00:00 JST 2015	ナオまる	30代	男性	3
B_ビジネス	06_札幌	79301	ホテル　クレール札幌	ビジネスホテルなのに部屋がやたら綺麗で広く、のんびりできました。スタッフさんたちも感じがよく親切でした。	5	5	5	5	5	-	-	レジャー	家族	Thu Jul 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	145066	ホテル　ローヤルステイ・サッポロ	市内在住ですが、自宅に親戚が泊まりに来て、どうしても急ぎでしなければならない仕事があったのでパソコン持参で一泊しました。お部屋はデラックスシングルだったのでとても広く、デスクも使いやすかったので集中することができ、おかげさまではかどりました。そればかりかリラックスした時間を過ごすことが出来て、とても満足しています。ただ一つ、浴室内で「ポタポタポタ…」というかなり大きな水滴音が響いて止みませんでした。配管のどこかかトイレタンクの内部で水漏れしているのかしら?  ちょっと気になったのでチェックしてみて下さい。またぜひ宿泊したいと思っています。今度は一階のレストランも利用したいです。ありがとうございました。	5	5	5	5	5	4	-	その他	一人	Sun Mar 15 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	139991	ベッセルイン札幌中島公園	ｇｏｏｄです	5	5	5	5	5	5	5	レジャー	一人	Fri Jan 30 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	108414	東横イン札幌駅北口	立地抜群で、無料の朝食も美味しかったです	4	4	5	4	4	4	4	レジャー	一人	Tue Aug 11 00:00:00 JST 2015	accho3	50代	女性	2
B_ビジネス	06_札幌	1531	ホテルライフォート札幌	いつもは簡単に予約できる札幌のホテルがなぜか大混雑で価格も高騰。大変困りましたが何とか定宿がゲットできてラッキーでした。	4	3	4	4	3	3	3	ビジネス	一人	Thu Jun 18 00:00:00 JST 2015	省エネママ	50代	女性	13
B_ビジネス	06_札幌	18418	ホテルアネックス	部屋が広くて、テーブルも大きいので食事もし易かったです。リビングと、寝室が分離してあるので空調が独立されて寝やすかったです、特にベッドのマットが最高でした。お風呂も広くてバブルバスを入れると綺麗なライトで良い雰囲気になります。	5	3	5	5	5	5	-	レジャー	恋人	Tue Dec 01 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	130132	フレイムホテル札幌	レディースルーム希望とお電話しておいたら、きちんとレディースフロアのお部屋でした。よかったです。ただレディースフロアはエレベーターの左側だけで、右側は男の人が普通に泊まっています。お部屋に入るのをジロジロ見られて気持ち悪かったです。	4	5	4	3	4	3	4	レジャー	一人	Tue Jun 16 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	29719	ホテルユキタ	今回はたまたまか、隣室が騒々しかったが、特に大きな問題はなかった。	3	3	4	3	3	3	3	ビジネス	一人	Sun Aug 02 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	625	札幌アスペンホテル	札幌駅の直ぐ近くでとても便利。フロントおよび、ロビーフロアに居る案内の方々の対応はとても良く、旅行を楽しい気分にさせてくれる。	4	4	5	4	4	3	-	レジャー	家族	Mon Aug 24 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	148889	ＴＨＥ　ＳＴＡＹ　ＳＡＰＰＯＲＯ	スタッフの対応もとてもよく　部屋もきれいでとても快適でした！また寄らせてもらいます！	5	5	5	5	5	5	5	レジャー	一人	Sun Apr 26 00:00:00 JST 2015	まさる2039	30代	男性	1
B_ビジネス	06_札幌	130030	ラッソ　ライフステージホテル	口コミや評価通りの、立派なホテル、立派な朝食でした。朝食の種類の豊富さ、味ともビジネスホテルとしては超一流かと思います。但し残念だったのが、ご飯が明らかに長時間保温されていて、ゴワゴワのカチカチだったこと・・・いくら食べ放題でのいくら丼が楽しみだったので、そこだけが残念でした。	4	4	4	4	5	4	3	レジャー	一人	Mon Jun 29 00:00:00 JST 2015	p2_inst	40代	男性	54
B_ビジネス	06_札幌	145361	ホテルカイコー札幌　中島公園	いつもありがとうございます。引き続き良いプランのご提供を宜しくお願い致します。	5	5	5	5	5	5	5	ビジネス	一人	Tue Oct 27 00:00:00 JST 2015	ニシテツ0155	40代	男性	52
B_ビジネス	06_札幌	791	ネストホテル札幌大通	部屋をアップグレードして頂きましたが、宿泊費を考えると、あんなに良い部屋にして頂いて本当に感謝しかありません。また天候の悪化が心配され飛行機の運航が心配だったのを、わざわざネットで情報を調べてくださったフロントの方、本当にありがとうございました。	4	4	4	4	4	-	-	レジャー	一人	Sun Mar 01 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	7523	ホテルモントレ　エーデルホフ札幌	１１月中旬に宿泊、立地がいいので札幌駅、大通にも徒歩で楽々です。お部屋もきれいで朝食もおいしかったです。とても静かでゆっくり休めました。通路、壁に絵画が飾られてるのを観て癒されました。フロントの方々も笑顔が素敵でした。またの機会に利用します。	4	4	4	4	4	3	4	その他	家族	Thu Nov 12 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	791	ネストホテル札幌大通	朝食が良い。いくら丼がくせになる！	5	5	5	5	5	5	5	ビジネス	一人	Wed Jan 14 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	135585	ホテルブーゲンビリア札幌（旧イーホテル札幌）	デリヘルっぽい人とエレベータが一緒になり、香水がキツクて気持ち悪くなりました。	2	2	2	2	3	2	-	ビジネス	一人	Sat Oct 31 00:00:00 JST 2015	大谷8226	40代	男性	117
B_ビジネス	06_札幌	5398	ホテル　札幌サンプラザ	フロントの対応は、よかったと思います近くにコンビニがあり、付け麺がうまいラーメン屋も、近くにありましたまた。また機会があったら。利用したいと思います。	3	3	4	4	3	5	-	ビジネス	一人	Mon Jun 08 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	934	ホテルダイナスティ	札幌駅から徒歩圏内(5分くらい？)で利便性が良く、シングルルームにも拘わらず広々とした部屋、開放感に溢れるコンパクトな大浴場、スタッフの対応も良く、たいへん満足しました。また利用させていただきます。	5	5	5	5	5	5	5	ビジネス	一人	Sun Mar 01 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	791	ネストホテル札幌大通	また泊まりたいです。	4	4	4	4	4	4	4	ビジネス	一人	Thu May 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	37923	東横イン札幌すすきの南	部屋が広くベッドもゆったりとしていて、ゆっくり休むことができました。２連泊で利用させてもらいましたが、機会があればまた利用したいと思っています。	5	5	3	5	4	4	-	レジャー	仕事仲間	Thu Jun 04 00:00:00 JST 2015	暁の暴走族	60代	男性	1
B_ビジネス	06_札幌	140800	アパホテル＜札幌すすきの駅西＞	Excellent hotel!	5	5	5	5	5	-	-	レジャー	友達	Fri Jul 17 00:00:00 JST 2015	littlegreen15	20代	女性	1
B_ビジネス	06_札幌	108142	ホテルルートイン札幌中央	大浴場設備も清潔に掃除がなされていて気持ち良く利用できました。24時間コンビニが館内にある点も便利。また、本州から来道した先輩との夕食場所のお勧めをフロントの方に尋ねた際、実に丁重な対応で、マップにマーキングまでしてくださり、お勧めの店舗にも満足です。今後も利用したいと思う施設です。	5	5	4	4	5	5	4	レジャー	一人	Fri Jul 24 00:00:00 JST 2015	リスの助	60代	男性	2
B_ビジネス	06_札幌	849	ロイトン札幌	高層階のお部屋を格安で泊まれたので大満足です。シークレットプランも調べてみるもんです。	5	5	2	5	5	4	-	レジャー	家族	Fri Nov 20 00:00:00 JST 2015	かんぺい3228	40代	女性	2
B_ビジネス	06_札幌	136840	ホテルノースゲート札幌	札幌駅北口のすぐ隣で、1階がローソンなので夜中の買い出しが楽ちんでした。立地最高です。部屋は掃除が行き届いており気持ちよく過ごすことが出来ました。従業員さんの笑顔があり、気持ちよく受付が出来ました。また札幌に来る際は是非了解したいと思います。最後忘れ物をしたのですが、連絡が無いのが少し残念です。	4	4	5	5	4	3	-	その他	一人	Sat Jan 17 00:00:00 JST 2015	コスケ1974	40代	男性	1
B_ビジネス	06_札幌	31454	狸の湯　ドーミーイン札幌ＡＮＮＥＸ	食事がおいしく、大浴場も良い。	5	5	4	5	5	5	5	ビジネス	一人	Mon Jun 01 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	140844	アパホテル＜札幌すすきの駅前＞	仕事で年に一回、利用しています。立地的にはJR札幌駅からはちょっと離れていますが目的にもよりますが、ススキノに隣接していてホテルの一階にコンビニも在りますので便利です。部屋は広くは在りませんし年代もたっているので普通のビジネスホテルです。ただ、お風呂とトイレが別々で湯壺と洗い場も広くとても良いです。後、何故か部屋のスペースに比べてテレビがアンバランスにデカイです(^3^)/  残念なのは、APAホテルに変わる前から利用していますが、サービスは確実に悪くなった様な感じがします。フロントには人が少なく仕事から戻っても待たされやすく、フロントの方も全体的に愛想がありません。先程もフロントに行った時も前に立っても此方から声をかけるまで、全く知らん顔でした。御待たせしましたも在りませんでした。部屋も以前に比べ清掃が余りされていない様に感じます、チェックインした時も机や台の上にも髪の毛が在ったりして。先程も書きましたがお風呂とテレビはゆったりサイズな普通のビジネスホテルです。	2	1	3	3	3	-	-	ビジネス	仕事仲間	Mon Jan 05 00:00:00 JST 2015	パタリロ３９世！	50代	男性	1
B_ビジネス	06_札幌	10888	リッチモンドホテル札幌大通	二ヶ月で10回とは自分でもびっくり	5	5	5	5	5	5	5	ビジネス	一人	Mon Dec 07 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	56806	ホテルルートイン　札幌駅前北口	北口を出るとすぐのところにあって、立地はとてもよかったです！ただ・・・朝食付きだったんですが、レストランがめちゃ混みで・・・曜日のよって、２つのレストランがあいているときもあるみたいですが、ちょうど、私が泊まった日は、１つしかあいてないみたいでした。宿泊客の数によっても２つのレストランをあけるなどしていただけると、より快適な時間になったと思います！（大浴場もありましたが、今回は利用せずに終わってしまいましたので、お風呂の評価は、お部屋のお風呂に対しての評価になります。）	3	3	5	3	3	3	3	レジャー	一人	Sun Sep 13 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	10888	リッチモンドホテル札幌大通	The room is clean and convenient.  Check in is smooth and quick with self service key issuance and payment done.	4	4	4	4	4	-	-	レジャー	家族	Sat Dec 26 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	147185	アパホテル＜ＴＫＰ札幌駅前＞	過ごしやすかったです	4	4	4	4	3	3	-	ビジネス	一人	Wed Jan 28 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	724	京王プラザホテル札幌	施設面では浴室にて、1.厚手のシャワーカーテンが体につく点2.小窓のロールスクリーンが狭さを感じさせる。カーテンレールを直線ではなく曲線にする等で改善して欲しい。サービス面ではベルの甘利さんに大変爽やかに丁寧な接客をしていただいた。チェックイン時もチェックアウト時も対応が素晴らしかったので、上記以外にも気になる全体的な施設面でのネガティヴな印象を払拭させるものでした。	4	5	3	4	4	2	4	ビジネス	一人	Mon Jun 08 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	145361	ホテルカイコー札幌　中島公園	部屋もきれいで、ベットも広くて大変満足でした。又利用したいと思います。	4	4	3	5	5	4	-	ビジネス	一人	Thu Jun 04 00:00:00 JST 2015	kazu77ab	40代	男性	1
B_ビジネス	06_札幌	31454	狸の湯　ドーミーイン札幌ＡＮＮＥＸ	大浴場・朝食バイキングなど一般利用するなら最高だが、価格重視のビジネス利用としては価格が高いのが残念。	3	3	5	4	3	5	5	ビジネス	仕事仲間	Mon Nov 09 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	1131	ホテルモントレ札幌	クラシカルな雰囲気が私的には、とても気に入りました。	5	5	5	5	4	4	5	レジャー	家族	Mon Jul 20 00:00:00 JST 2015	投稿者	na	na	na
B_ビジネス	06_札幌	5147	ジャスマックプラザホテル	ホテルにあったアンケート用紙に記載し、翌朝精算時フロントに提出したが、私の部屋に歯ブラシとクシorブラシのアメニティが無かった。温泉の脱衣場にあるからセットしてないのかと思い 両方共持参していたものを使ったが、部屋に歯ブラシが無いのはおかしいと思いアンケート用紙に記載した。朝 同じくジャスマックに宿泊していた友人に問うと、「あった」とのこと。この一件で評価は下げざるを得なかった。また、朝フロントに男性二人がいたものの、一人のスタッフは精算対応せず、数名の列が出来ていた、私の前の宿泊者は「いつも領収書は手書きにしろと言ってるだろう」とか、我儘で横柄なオヤジだったが、次のスケジュールがあるにも関わらず、一人対応で待たされる者としては不満が残った。	2	1	3	5	1	5	-	レジャー	友達	Wed Aug 05 00:00:00 JST 2015	投稿者	na	na	na
